event_id,attempt_id,request_sha256,sequence,event_type,recorded_at,http_status,completed_response,billing_status,response_id_sha256,response_artifact_path,response_artifact_sha256,source_response_sha256,error_class,provider,model,execution_release_id,execution_release_sha256,operator
3e1121a342fd5daf686b,708781185309964adecb,c41fc5c0f4c6c73073394605f539a62a2503e6dbd6df8b7f96668e6172386373,1,STARTED,2026-07-25T11:58:50.258686+00:00,,false,UNKNOWN_UNTIL_TERMINAL,,,,,,deepseek,deepseek-v4-pro,d1-llm-review-v1-batch-001,fd5eb02c288256e86ad0df85d90ee3411106a40a7dd6038eea7b017acc61fcdb,docker-d1-review
329c5a33e31e2a72ff1c,708781185309964adecb,c41fc5c0f4c6c73073394605f539a62a2503e6dbd6df8b7f96668e6172386373,1,COMPLETED,2026-07-25T11:59:12.888747+00:00,200,true,COMPLETED_USAGE_RECORDED,20927732effc683fc41d08b0438465fea12b1731f16844982f9b06110a59a5b5,responses/708781185309964adecb-c41fc5c0f4c6.json,6f37bf669a51f791a4b91a84d6e183d63573358a6318ff16a600dbe017a92e6a,76294d582edb97ad7a8da0bfa9fbbd773b59723ae28935cae8706ee7888ce26e,,deepseek,deepseek-v4-pro,d1-llm-review-v1-batch-001,fd5eb02c288256e86ad0df85d90ee3411106a40a7dd6038eea7b017acc61fcdb,docker-d1-review
8655f74eae805d9cc31a,f39f23f8455f1bd78456,302e30edb191008661445bc997962d3a7d404cdb023291cd04cf73f421741149,1,STARTED,2026-07-25T11:59:12.918900+00:00,,false,UNKNOWN_UNTIL_TERMINAL,,,,,,deepseek,deepseek-v4-pro,d1-llm-review-v1-batch-001,fd5eb02c288256e86ad0df85d90ee3411106a40a7dd6038eea7b017acc61fcdb,docker-d1-review
25233244e2fcad9ef226,f39f23f8455f1bd78456,302e30edb191008661445bc997962d3a7d404cdb023291cd04cf73f421741149,1,COMPLETED,2026-07-25T11:59:45.765374+00:00,200,true,COMPLETED_USAGE_RECORDED,94a2aa27723c937a9b4ab51556e22ade4df63e0d5796e80a95754b24711cedf2,responses/f39f23f8455f1bd78456-302e30edb191.json,6820425d693ec850d884a636be516f89eb4d540793c4744efbf435dd04f396bf,9078b780d11bea1a4936e859ef09222774d31f90902fe6f0d36a2fb6ee10830d,,deepseek,deepseek-v4-pro,d1-llm-review-v1-batch-001,fd5eb02c288256e86ad0df85d90ee3411106a40a7dd6038eea7b017acc61fcdb,docker-d1-review
3a7694e02dec81351ebd,b901cc486ec7881a2424,ce51f40493ce4b09cce5b4a2cdbfb484fbcf220bfc9665988c367682d116e73b,1,STARTED,2026-07-25T11:59:45.792960+00:00,,false,UNKNOWN_UNTIL_TERMINAL,,,,,,deepseek,deepseek-v4-pro,d1-llm-review-v1-batch-001,fd5eb02c288256e86ad0df85d90ee3411106a40a7dd6038eea7b017acc61fcdb,docker-d1-review
3a7ff509f3c2df9f7348,b901cc486ec7881a2424,ce51f40493ce4b09cce5b4a2cdbfb484fbcf220bfc9665988c367682d116e73b,1,COMPLETED,2026-07-25T12:00:19.895777+00:00,200,true,COMPLETED_USAGE_RECORDED,f70c50eacf973a4be5496e7080d9fe81baf554588f23bac3002ec7fe21cfa403,responses/b901cc486ec7881a2424-ce51f40493ce.json,81432241777f29cb0133071dc17c02ad0268d7d6482cd03beace5d6de19241d5,7a2fd11d2e222a35aebe9e32bc77e7b77f7a47d64b674b64c68608b8c2352166,,deepseek,deepseek-v4-pro,d1-llm-review-v1-batch-001,fd5eb02c288256e86ad0df85d90ee3411106a40a7dd6038eea7b017acc61fcdb,docker-d1-review
28323a8ebf746de0ee15,b7ba1329435b0ca55dc2,1fb373bda28e6b91da5b67f60bc3c95964a51ab0dee55b3184746170950cb285,1,STARTED,2026-07-25T12:00:19.935100+00:00,,false,UNKNOWN_UNTIL_TERMINAL,,,,,,deepseek,deepseek-v4-pro,d1-llm-review-v1-batch-001,fd5eb02c288256e86ad0df85d90ee3411106a40a7dd6038eea7b017acc61fcdb,docker-d1-review
cd924a85c44bb4d5c376,b7ba1329435b0ca55dc2,1fb373bda28e6b91da5b67f60bc3c95964a51ab0dee55b3184746170950cb285,1,COMPLETED,2026-07-25T12:00:48.404352+00:00,200,true,COMPLETED_USAGE_RECORDED,ae8b0baf3cf131793c44da9f7c1fe6891a17ad54d40a025fe81d59e691761c06,responses/b7ba1329435b0ca55dc2-1fb373bda28e.json,df36e330ca80492e8911576ce97a9d69ba8f397e4e71b070bf845e92b8ab9f34,9d9255304a55354c1ffcec9ee425284ee8caebfbb1518277bd31e06f9287bc3a,,deepseek,deepseek-v4-pro,d1-llm-review-v1-batch-001,fd5eb02c288256e86ad0df85d90ee3411106a40a7dd6038eea7b017acc61fcdb,docker-d1-review
d674c8d271f5f12f6182,fb9abc2c08eb24201de9,6a90533e2ea541aed8e2c2b09688be4715baa675e2e051e9a923c33fc961b4ab,1,STARTED,2026-07-25T12:00:48.436124+00:00,,false,UNKNOWN_UNTIL_TERMINAL,,,,,,deepseek,deepseek-v4-pro,d1-llm-review-v1-batch-001,fd5eb02c288256e86ad0df85d90ee3411106a40a7dd6038eea7b017acc61fcdb,docker-d1-review
f995e431779b98321864,fb9abc2c08eb24201de9,6a90533e2ea541aed8e2c2b09688be4715baa675e2e051e9a923c33fc961b4ab,1,COMPLETED,2026-07-25T12:01:19.072575+00:00,200,true,COMPLETED_USAGE_RECORDED,225f2b3f852fed9e78643917c8fb7c024a18297b51c0c8d8ea760f2cfcb6be0b,responses/fb9abc2c08eb24201de9-6a90533e2ea5.json,9a8ebd0d23b9ecb40f96d720066d295dd3fee3ce08d2ccb31e756f665b76f5fa,e313c41445d1cd433f1401d7106b52f528dab69a0c93df53b792ee8a42db9197,,deepseek,deepseek-v4-pro,d1-llm-review-v1-batch-001,fd5eb02c288256e86ad0df85d90ee3411106a40a7dd6038eea7b017acc61fcdb,docker-d1-review
